날짜,리뷰,평점
"Ross, 07/30/20172014ToyotaRAV4Limited 4dr SUV AWD (2.5L 4cyl 6A)","Some reviews on here are a little unfair as they complain about lack of features. I know some of these features are on competitors entry level SUV's. But these people complaining should have paid a little extra to get the Limited version which has the interior rear hatch release, (4) cup holders in the back seats, power drivers seat, back up camera, etc. Front seat is comfortable for me at 6' 1"" and 200lbs. The only small complaint I have is the instrument layout is awkward and sometimes the shifting is noticeable when the air-conditioning is on. Overall I expect to get 3 to 4 hundred thousand out of this vehicle with very little problems, as I have with my other Toyotas.",5 out of 5 stars
"Nancy McKee, 05/02/2016updated05/04/20172014ToyotaRAV4Limited 4dr SUV (2.5L 4cyl 6A)",This is my third RAV 4 and highly recommend it. Especially love safety features.,5 out of 5 stars
"Steel, 04/03/20172014ToyotaRAV4LE 4dr SUV (2.5L 4cyl 6A)",Toyota quality and safety. I am a big man and love the comfort and size of this SUV.,5 out of 5 stars
"Tartallini, 01/19/20172014ToyotaRAV4XLE 4dr SUV AWD (2.5L 4cyl 6A)",No Review Text Found,4 out of 5 stars
"oldtoyotausser, 11/03/2014updated11/04/20162014ToyotaRAV4LE 4dr SUV AWD (2.5L 4cyl 6A)","The Rav 4 has had 25 recalls, which should say it all.  I have had to replace both front and rear brakes at only 50k miles.  The sensors went at 25k.  The battery died at 49k.  The front end is so far out of alignment that I must replace tires every 16000 miles or drive on badly, unevenly worn tires.  I have had the car to 3 different alignment shops which verify the car is badly out of alignment.  This is an unfixable problem. Unfortunately it still falls within Toyota's specs.  I guess it is easier to change specs than admit this problem should also have been recalled.  I have also had repeated computer problems.  I feel that this car is unsafe to drive and a money pit.",1 out of 5 stars
"Kiran, 09/30/20162014ToyotaRAV4XLE 4dr SUV AWD (2.5L 4cyl 6A)","The ride is very rough , I can feel every single bump on the road. Now I have 32000 on it and dealer was never able to find the suspension issues. Also car seats vibrate because of bad suspension. Car looks great inside and outside, but when driving in city I feel like someone is trying to shaking me from behind. Checked with both dealer and individual mechanic both said the car is designed in such way.",2 out of 5 stars
"Daniel Hogan, 07/07/20162014ToyotaRAV4Limited 4dr SUV AWD (2.5L 4cyl 6A)","Has lots of std. Features. Added front & rear park pilots, remote start,  neat wheels (dealer provided). Decent mileage usually 25+.  Also added film protection for all frontal surfaces. All round very nice vehicle.  A bit too big for our needs",4 out of 5 stars
"MsGigi, 06/14/20162014ToyotaRAV4Limited 4dr SUV AWD (2.5L 4cyl 6A)",Third RAV4 and live it. I purchased the limited this time.,5 out of 5 stars
"usnftcret, 03/31/20152014ToyotaRAV4XLE 4dr SUV (2.5L 4cyl 6A)","I have the 2014 RAV4 XLE. The drivers seat lumbar support hurts my back. There is no adjustment on the XLE model, why? This is my 5th new Toyota and I have not had this issue before. My only other issue is the lack of a power lift for the rear hatch on the XLE as an option.",3.63 out of 5 stars
"chrisg48, 01/26/20152014ToyotaRAV4XLE 4dr SUV AWD (2.5L 4cyl 6A)",We are a Toyota family having owned 6 cars and a truck but this car has really let us down. The gas milage is terrible. We average 22 and the best we have gotten is 24 on a trip to Florida. The seats are uncomfortable and the back seats have no cup holders or a power outlet. 4 adults fill this thing to the brim. There is no button inside or on the key fob to open the lift gate. It is an option that must be paid for extra. One would think this would be standard on the XLE edition. The touch screen is hard to use and the navigation will not let you make any changes unless the car is in Park. The car does ride and drive smooth but that doesn't make up for the other downfalls.,3 out of 5 stars
"duke98, 12/16/20142014ToyotaRAV4XLE 4dr SUV AWD (2.5L 4cyl 6A)","This is my first Toyota but will be my last.  It has problems from the first month and the dealer is not willing do do any acceptable resolution.
The car runs OK but not better than competitors and there are numerous quality issues.
The navigation is not working properly and lost on the road at least once ever 5~6 uses.  I now use my iphone more due to its reliability.  Seat-belt locks when I put on, so I have to try many times to unlock it.  I often locks when I need to reach the glove box while parked in a parking lot, so I had to take it off.  The rear brakes make strange noise. 
[HTML removed]",2.38 out of 5 stars
"billiebad, 10/08/20142014ToyotaRAV4Limited 4dr SUV AWD (2.5L 4cyl 6A)","1500 miles and three weeks since purchase.
Black with Terra Cotta - I like the interior colors versus all black.
Just finished a road trip. Milage since purchase 26.8 - estimate highway at close to published 29.
It is not a race car but I knew that. Wanted the range of milage we are getting. Enjoy the wide storage in the rear. Better than competition.
Front seat comfort is good - visibility is good using mirrors. Interior style is appealing. 
Challenges - none of which would change my decision. No Homelink - even in Limited trim. Didn't realize and would like. No rain sensing wipers - spoiled with this on another vehicle - and had a very rainy road trip.",4 out of 5 stars
"2manycars3, 09/10/20142014ToyotaRAV4LE 4dr SUV AWD (2.5L 4cyl 6A)","Recently traded a 2003 Hyundai Santa fe for the 2014 RAV4. Based mostly on price I leased the car, it's okay but styling is boring, ride is firm, interior is cheap. If a Hyundai dealer would have been closer to home I think I would have stayed with the Hyundai, or a KIA. Inconvenient storage(coins, phone). Seat fold downs in back are okay, but the front seat could have been included to maximize full length hauling . The doors sound cheap/hollow when you close them. Overall a little disappointed, I have never owned a Toyota before, don't think I would get one again.",3 out of 5 stars
"bvarga1749, 04/30/20142014ToyotaRAV4XLE 4dr SUV AWD (2.5L 4cyl 6A)","I was having several problems with my 2013 Ford Escape, needed something reliable. I had always owned Chevrolet and Ford.
Decided to give Toyota a shot for reliability. I am very pleased with my purchase.
The transmission is smoother than the Escape.
Voice commands are much better than the Microsoft Sync System.
Interior room is wider and back seat leg room is bigger.
For the value, the XLE comes with sunroof and several other features standard.
The APPS button on radio is great, Weather provided by Weather Channel, along with traffic.
Works in areas with HD FM signals, I did not opt for the Navigation.
MPG much better than Escape.
I would highly recommend the Rav4.",5 out of 5 stars
"fray1, 04/09/20142014ToyotaRAV4Limited 4dr SUV AWD (2.5L 4cyl 6A)","I got the top trim level and added remote start, homelink, and a trailer hitch.
Remote start and heated seats are great on those chilly, Midwest mornings.
I am a conservative driver, having traded in a 2008 Prius, and I am routinely getting between 32-33 mpg on the hwy, and about 27-28 in city driving in Eco mode.
This vehicle is fun to drive, and dollar for dollar is the best deal on the market.
I test drove the Honda CRV, Subaru Forester and Crosstrek, and the Mazda CX-5, and none could compare pricepoint and features.
Reliability and comfort have been fantastic!!",5 out of 5 stars
"rmundlimo, 01/31/20142014ToyotaRAV4Limited 4dr SUV AWD (2.5L 4cyl 6A)","The Rav 4 is a responsive, small SUV and well appointed. The auto liftgate is handy and all the features you might want are available in the Limited. HOWEVER, if you have an I-Phone 4, you will not be able to load the contacts from your phone on to the bluetooth system! Wish they had told us that the contacts would load on the base models, but NOT their top of the line model. If this is important to you, and it should be, look elsewhere.",4.13 out of 5 stars
"jim, 05/09/20232015ToyotaRAV4Limited 4dr SUV (2.5L 4cyl 6A)",my car has been very good no major problems,5 out of 5 stars
"BethR, 03/07/20232015ToyotaRAV4Limited 4dr SUV (2.5L 4cyl 6A)","In 2017 I was looking at purchasing either a used CR-V or RAV4, so I was looking at the used car sections.  I was lucky enough to find my RAV4 in the exact color combo (blizzard pearl with tan interior) on the Toyota lot.  It had 25K miles on it and drove very well.  Now it has just over 72K miles and hasn't had any major issues, just routine maintenance (oil changes, battery replacement, etc.)  I have taken numerous vacations with this SUV and it held up well to driving in the Blue Ridge Mountains and another trip to Michigan and Canada.  This SUV is very comfortable and has all the bells and whistles I wanted.  The Blind Spot Monitoring and Lane Departure Warning are great safety features.  The only thing my RAV4 doesn't have is a heated steering wheel, but you have to purchase more expensive luxury vehicles to get that feature.  The heated front seats work great during the mild winters where I live.  Now that I've owned this SUV for six years, I look at other vehicles I might want to buy, but I love my RAV4 so much, I can't find anything I like that is better.",5 out of 5 stars
